Symbol,Name,Country,IPO Year,Volume,Sector,Industry
NEE,NextEra Energy Inc.,United States,NA,6760659,Public Utilities,Electric Utilities: Central
NETI,Eneti Inc.,Monaco,2013,35473,Transportation,Marine Transportation
NEU,NewMarket Corp,United States,NA,28358,Basic Industries,Major Chemicals
NEWR,New Relic Inc.,United States,2014,406402,Technology,Computer Software: Prepackaged Software
NEX,NexTier Oilfield Solutions Inc.,United States,2017,1028226,Energy,Oilfield Services/Equipment
NFG,National Fuel Gas Company,United States,NA,250081,Public Utilities,Oil/Gas Transmission
NGA,Northern Genesis Acquisition Corp.,United States,2020,767641,Finance,Business Services
NGAB,Northern Genesis Acquisition Corp. II,NA,2021,209834,Finance,Business Services
NGS,Natural Gas Services Group Inc.,United States,2002,24568,Energy,Oilfield Services/Equipment
NGVC,Natural Grocers by Vitamin Cottage Inc.,United States,2012,67307,Consumer Services,Food Chains
NGVT,Ingevity Corporation,NA,2016,175744,Basic Industries,Major Chemicals
NHI,National Health Investors Inc.,United States,NA,194445,Consumer Services,Real Estate Investment Trusts
NI,NiSource Inc,United States,NA,2015818,Public Utilities,Power Generation
NINE,Nine Energy Service Inc.,United States,2018,44884,Energy,Oilfield Services/Equipment
NJR,NewJersey Resources Corporation,United States,NA,458356,Public Utilities,Oil/Gas Transmission
NKE,Nike Inc.,United States,NA,6644758,Consumer Non-Durables,Shoe Manufacturing
NL,NL Industries Inc.,United States,NA,38718,Basic Industries,Major Chemicals
NLS,Nautilus Inc.,United States,NA,552380,Consumer Non-Durables,Recreational Products/Toys
NLY,Annaly Capital Management Inc,United States,NA,10950523,Consumer Services,Real Estate Investment Trusts
NM,Navios Maritime Holdings Inc.,Monaco,NA,244681,Transportation,Marine Transportation
NNI,Nelnet Inc.,United States,2003,63430,Finance,Finance: Consumer Services
NNN,National Retail Properties,United States,NA,1039387,Consumer Services,Real Estate Investment Trusts
NOC,Northrop Grumman Corporation,United States,NA,932950,Capital Goods,Industrial Machinery/Components
NOV,NOV Inc.,United States,NA,3720898,Energy,Metal Fabrications
NOVA,Sunnova Energy International Inc.,United States,2019,1572076,Public Utilities,Power Generation
NP,Neenah Inc.,United States,NA,145702,Basic Industries,Paper
NPK,National Presto Industries Inc.,United States,NA,22786,Capital Goods,Ordnance And Accessories
NPTN,NeoPhotonics Corporation,United States,2011,463305,Technology,Semiconductors
NR,Newpark Resources Inc.,United States,NA,431612,Energy,Metal Fabrications
NREF,NexPoint Real Estate Finance Inc.,NA,2020,43115,Consumer Services,Real Estate Investment Trusts
NRG,NRG Energy Inc.,United States,NA,2215723,Public Utilities,Electric Utilities: Central
NRT,North European Oil Royality Trust,United States,NA,50589,Energy,Oil & Gas Production
NRZ,New Residential Investment Corp.,United States,NA,3199924,Consumer Services,Real Estate Investment Trusts
NSC,Norfolk Southern Corporation,United States,NA,976573,Transportation,Railroads
NSH,NavSight Holdings Inc. Class A,NA,2020,251364,Finance,Business Services
NSP,Insperity Inc.,United States,NA,144131,Technology,Professional Services
NTP,Nam Tai Property Inc.,China,NA,34249,Finance,Real Estate
NTST,NetSTREIT Corp.,United States,2020,603905,Consumer Services,Real Estate Investment Trusts
NUE,Nucor Corporation,United States,NA,2290927,Basic Industries,Steel/Iron Ore
NUS,Nu Skin Enterprises Inc.,United States,1996,428725,Health Care,Other Pharmaceuticals
NVO,Novo Nordisk A/S,Denmark,NA,807659,Health Care,Major Pharmaceuticals
NVR,NVR Inc.,United States,NA,19451,Capital Goods,Homebuilding
NVRO,Nevro Corp.,United States,2014,334083,Health Care,Medical/Dental Instruments
NVS,Novartis AG,Switzerland,NA,2140481,Health Care,Major Pharmaceuticals
NVST,Envista Holdings Corporation,NA,2019,13574125,Health Care,Medical/Dental Instruments
NVTA,Invitae Corporation,United States,2015,4125018,Health Care,Medical Specialities
NWHM,New Home Company Inc. (The),NA,2014,20994,Capital Goods,Homebuilding
NWN,Northwest Natural Holding Company,United States,NA,121022,Public Utilities,Oil/Gas Transmission
NX,Quanex Building Products Corporation,United States,NA,187960,Capital Goods,Metal Fabrications
NXRT,NexPoint Residential Trust Inc.,United States,2015,79521,Consumer Services,Real Estate Investment Trusts
NXU,Novus Capital Corporation II Class A,NA,2021,1719,Finance,Business Services
NYC,New York City REIT Inc. Class A,NA,2020,11757,Consumer Services,Real Estate Investment Trusts
NYCB,New York Community Bancorp Inc.,United States,NA,2858841,Finance,Banks
NYT,New York Times Company (The),United States,NA,1204195,Consumer Services,Newspapers/Magazines
OC,Owens Corning Inc New,United States,NA,999454,Capital Goods,Industrial Machinery/Components
OCA,Omnichannel Acquisition Corp. Class A,NA,2021,165933,Finance,Business Services
OCN,Ocwen Financial Corporation NEW,United States,NA,33741,Finance,Finance: Consumer Services
ODC,Oil-Dri Corporation Of America,United States,NA,15169,Consumer Durables,Miscellaneous manufacturing industries
OFC,Corporate Office Properties Trust,United States,NA,660358,Consumer Services,Real Estate Investment Trusts
OFG,OFG Bancorp,Puerto Rico,NA,168883,Finance,Major Banks
OGE,OGE Energy Corp,United States,NA,888549,Public Utilities,Electric Utilities: Central
OGS,ONE Gas Inc.,NA,2014,172710,Public Utilities,Oil/Gas Transmission
OHI,Omega Healthcare Investors Inc.,United States,1992,1576138,Consumer Services,Real Estate Investment Trusts
OI,O-I Glass Inc.,United States,NA,945004,Consumer Durables,Containers/Packaging
OII,Oceaneering International Inc.,United States,NA,679686,Energy,Oilfield Services/Equipment
OIS,Oil States International Inc.,United States,2001,665263,Energy,Metal Fabrications
OKE,ONEOK Inc.,United States,NA,2493551,Public Utilities,Oil & Gas Production
OLN,Olin Corporation,United States,NA,1136254,Basic Industries,Major Chemicals
OLO,Olo Inc. Class A,NA,2021,503126,Miscellaneous,Business Services
OLP,One Liberty Properties Inc.,United States,NA,66556,Consumer Services,Real Estate Investment Trusts
OMC,Omnicom Group Inc.,United States,NA,1324116,Technology,Advertising
OMF,OneMain Holdings Inc.,NA,2013,581603,Finance,Finance: Consumer Services
OMI,Owens & Minor Inc.,United States,NA,693761,Health Care,Medical Specialities
ONTF,ON24 Inc.,NA,2021,161914,Technology,Computer Software: Prepackaged Software
OOMA,Ooma Inc.,NA,2015,84008,Technology,EDP Services
OPY,Oppenheimer Holdings Inc. Class A (DE),United States,NA,66758,Finance,Investment Bankers/Brokers/Service
ORA,Ormat Technologies Inc.,United States,2004,647578,Public Utilities,Electric Utilities: Central
ORC,Orchid Island Capital Inc.,United States,2013,1387046,Consumer Services,Real Estate Investment Trusts
ORCL,Oracle Corporation,United States,1986,12355756,Technology,Computer Software: Prepackaged Software
ORI,Old Republic International Corporation,United States,NA,3028287,Finance,Property-Casualty Insurers
OSCR,Oscar Health Inc. Class A,NA,2021,912148,Health Care,Medical Specialities
OSG,Overseas Shipholding Group Inc. Class A,United States,2015,911708,Transportation,Marine Transportation
OSH,Oak Street Health Inc.,United States,2020,641874,Health Care,Medical/Nursing Services
OTIS,Otis Worldwide Corporation,NA,2020,7225736,Energy,Consumer Electronics/Appliances
OUST,Ouster Inc.,United States,2020,33761082,Capital Goods,Industrial Machinery/Components
OXM,Oxford Industries Inc.,United States,NA,67344,Consumer Non-Durables,Apparel
OXY,Occidental Petroleum Corporation,United States,NA,14344119,Energy,Oil & Gas Production
PAG,Penske Automotive Group Inc.,United States,NA,178200,Consumer Durables,Automotive Aftermarket
PANW,Palo Alto Networks Inc.,United States,2012,928553,Technology,Computer peripheral equipment
PAR,PAR Technology Corporation,United States,NA,148838,Miscellaneous,Office Equipment/Supplies/Services
PARR,Par Pacific Holdings Inc. ,United States,NA,264863,Energy,Oil & Gas Production
PAYC,Paycom Software Inc.,NA,2014,310795,Technology,Computer Software: Prepackaged Software
PB,Prosperity Bancshares Inc.,United States,NA,211285,Finance,Major Banks
PBF,PBF Energy Inc. Class A,United States,2012,2108755,Energy,Integrated oil Companies
PBH,Prestige Consumer Healthcare Inc.,United States,2005,238792,Health Care,Major Pharmaceuticals
PBI,Pitney Bowes Inc.,United States,NA,1335756,Miscellaneous,Office Equipment/Supplies/Services
PBR,Petroleo Brasileiro S.A.- Petrobras,Brazil,NA,27146325,Energy,Oil & Gas Production
PBT,Permian Basin Royalty Trust,United States,NA,120937,Energy,Oil & Gas Production
PCG,Pacific Gas & Electric Co.,United States,NA,9199700,Public Utilities,Power Generation
PCPC,Periphas Capital Partnering Corporation Class A,NA,2021,8235,Finance,Business Services
PD,PagerDuty Inc.,NA,2019,947807,Technology,Computer Software: Prepackaged Software
PDM,Piedmont Office Realty Trust Inc. Class A,United States,NA,555855,Consumer Services,Building operators
PDS,Precision Drilling Corporation,Canada,NA,105410,Energy,Oil & Gas Production
PEG,Public Service Enterprise Group Incorporated,United States,NA,1648762,Public Utilities,Power Generation
PEI,Pennsylvania Real Estate Investment Trust,United States,NA,534157,Consumer Services,Real Estate Investment Trusts
PEN,Penumbra Inc.,NA,2015,135791,Health Care,Medical/Dental Instruments
PFE,Pfizer Inc.,United States,NA,21911213,Health Care,Major Pharmaceuticals
PFGC,Performance Food Group Company,United States,2015,492354,Consumer Non-Durables,Food Distributors
PFS,Provident Financial Services Inc,United States,2003,336146,Finance,Savings Institutions
PFSI,PennyMac Financial Services Inc.,United States,2013,581635,Finance,Finance: Consumer Services
PG,Procter & Gamble Company (The),United States,NA,10244484,Basic Industries,Package Goods/Cosmetics
PGR,Progressive Corporation (The),United States,NA,2146566,Finance,Property-Casualty Insurers
PGRE,Paramount Group Inc.,United States,2014,2629440,Consumer Services,Real Estate Investment Trusts
PH,Parker-Hannifin Corporation,United States,NA,609980,Capital Goods,Metal Fabrications
PHM,PulteGroup Inc.,United States,NA,2081178,Capital Goods,Homebuilding
PHR,Phreesia Inc.,United States,2019,898436,Miscellaneous,Business Services
PHX,PHX Minerals Inc.,United States,NA,42940,Energy,Oil & Gas Production
PICC,Pivotal Investment Corporation III Class A,NA,2021,1015,Finance,Business Services
PII,Polaris Inc.,United States,NA,500671,Capital Goods,Industrial Specialties
PINE,Alpine Income Property Trust Inc.,United States,2019,69472,Consumer Services,Real Estate Investment Trusts
PING,Ping Identity Holding Corp.,United States,2019,777928,Technology,Computer Software: Prepackaged Software
PINS,Pinterest Inc. Class A,NA,2019,9857499,Technology,Computer Software: Programming Data Processing
PIPP,Pine Island Acquisition Corp. Class A,United States,2021,160519,Finance,Business Services
PIPR,Piper Sandler Companies,United States,NA,54233,Finance,Investment Bankers/Brokers/Service
PJT,PJT Partners Inc. Class A,United States,2015,137727,Finance,Investment Managers
PK,Park Hotels & Resorts Inc.,United States,2016,2216557,Consumer Services,Hotels/Resorts
PKE,Park Aerospace Corp.,United States,NA,106141,Capital Goods,Military/Government/Technical
PKG,Packaging Corporation of America,United States,2000,522383,Consumer Durables,Containers/Packaging
PKI,PerkinElmer Inc.,United States,NA,651597,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PKX,POSCO,South Korea,1994,192553,Basic Industries,Steel/Iron Ore
PLAN,Anaplan Inc.,United States,2018,1200486,Technology,Computer Software: Prepackaged Software
PLD,Prologis Inc.,United States,NA,3400526,Consumer Services,Real Estate Investment Trusts
PLNT,Planet Fitness Inc.,United States,2015,888529,Consumer Services,Hotels/Resorts
PLOW,Douglas Dynamics Inc.,United States,2010,108613,Capital Goods,Construction/Ag Equipment/Trucks
PLT,Plantronics Inc.,United States,1994,327921,Public Utilities,Telecommunications Equipment
PLTR,Palantir Technologies Inc. Class A,NA,2020,32553859,Technology,Computer Software: Prepackaged Software
PLYM,Plymouth Industrial REIT Inc.,United States,2017,110293,Consumer Services,Real Estate Investment Trusts
PM,Philip Morris International Inc,United States,NA,3354644,Consumer Non-Durables,Farming/Seeds/Milling
PMVC,PMV Consumer Acquisition Corp. Class A,United States,2020,559,Finance,Business Services
PNC,PNC Financial Services Group Inc. (The),United States,NA,1951370,Finance,Major Banks
PNM,PNM Resources Inc. (Holding Co.),United States,NA,471229,Public Utilities,Electric Utilities: Central
PNW,Pinnacle West Capital Corporation,United States,NA,735575,Public Utilities,Electric Utilities: Central
POR,Portland General Electric Co,United States,NA,362023,Public Utilities,Electric Utilities: Central
PPG,PPG Industries Inc.,United States,NA,2148663,Basic Industries,Paints/Coatings
PQG,PQ Group Holdings Inc.,United States,2017,151731,Basic Industries,Major Chemicals
PRA,ProAssurance Corporation,United States,NA,153804,Finance,Property-Casualty Insurers
PRG,PROG Holdings Inc.,United States,NA,673354,Technology,Diversified Commercial Services
PRI,Primerica Inc.,United States,2010,86235,Finance,Life Insurance
PRMW,Primo Water Corporation,Canada,NA,406900,Consumer Non-Durables,Beverages (Production/Distribution)
PRSP,Perspecta Inc.,NA,2018,2482962,Technology,EDP Services
PRTY,Party City Holdco Inc.,United States,2015,1360655,Consumer Services,Other Specialty Stores
PRU,Prudential Financial Inc.,United States,2001,1644710,Finance,Life Insurance
PSB,PS Business Parks Inc.,United States,NA,69919,Consumer Services,Real Estate Investment Trusts
PSN,Parsons Corporation,NA,2019,511720,Technology,EDP Services
PSO,Pearson Plc,United Kingdom,NA,142173,Consumer Services,Books
PSTG,Pure Storage Inc. Class A,NA,2015,2495225,Technology,Electronic Components
PSTH,Pershing Square Tontine Holdings Ltd. Class A,NA,2020,979739,Finance,Business Services
PSTL,Postal Realty Trust Inc. Class A,NA,2019,51554,Consumer Services,Real Estate Investment Trusts
PSX,Phillips 66,United States,NA,2705716,Energy,Integrated oil Companies
PTR,PetroChina Company Limited,China,NA,194273,Energy,Oil & Gas Production
PUK,Prudential Public Limited Company,United Kingdom,NA,137922,Finance,Life Insurance
PVH,PVH Corp.,United States,NA,610157,Consumer Non-Durables,Apparel
PWR,Quanta Services Inc.,United States,NA,1562764,Capital Goods,Engineering & Construction
PXD,Pioneer Natural Resources Company,United States,NA,1901187,Energy,Oil & Gas Production
PZN,Pzena Investment Management Inc Class A,United States,2007,110275,Finance,Investment Managers
QFTA,Quantum FinTech Acquisition Corporation,NA,2021,959,Finance,Business Services
QS,QuantumScape Corporation Class A,United States,2020,9259115,Miscellaneous,Industrial Machinery/Components
QTS,QTS Realty Trust Inc. Class A,United States,2013,254441,Consumer Services,Real Estate Investment Trusts
QTWO,Q2 Holdings Inc.,NA,2014,582149,Technology,Computer Software: Prepackaged Software
QUAD,Quad Graphics Inc Class A,United States,NA,352200,Miscellaneous,Publishing
QUOT,Quotient Technology Inc.,NA,2014,376112,Consumer Services,Advertising
R,Ryder System Inc.,United States,NA,364672,Consumer Services,Rental/Leasing Companies
RAD,Rite Aid Corporation,United States,NA,1020467,Health Care,Medical/Nursing Services
RAMP,LiveRamp Holdings Inc.,United States,2018,352782,Technology,EDP Services
RBA,Ritchie Bros. Auctioneers Incorporated,Canada,NA,576727,Miscellaneous,Business Services
RBC,Regal Beloit Corporation,United States,NA,260808,Consumer Durables,Metal Fabrications
RBLX,Roblox Corporation Class A,NA,2021,4411706,Technology,Computer Software: Prepackaged Software
RC,Ready Capital Corproation,United States,2013,383916,Consumer Services,Real Estate Investment Trusts
